GEOID_ZCTA5_20,GEOID_COUNTY_20,NAMELSAD_COUNTY_20,AREALAND_PART
00851,78010,St. Croix Island,961179
00912,72127,San Juan Municipio,960485
77843,48041,Brazos County,956363
10010,36061,New York County,955081
89319,32033,White Pine County,954197
18921,42017,Bucks County,953903
50160,19181,Warren County,952850
57061,46011,Brookings County,952413
12226,36001,Albany County,951635
81030,08089,Otero County,951560
80939,08041,El Paso County,951168
13051,36067,Onondaga County,951162
40830,21095,Harlan County,950325
54654,55023,Crawford County,950051
00636,72125,San Germán Municipio,949819
70050,22075,Plaquemines Parish,948645
13163,36053,Madison County,944342
15366,42125,Washington County,944025
50272,19117,Lucas County,940403
45032,39165,Warren County,938988
15689,42129,Westmoreland County,938462
63101,29510,St. Louis city,937564
17039,42075,Lebanon County,937370
14722,36013,Chautauqua County,935468
19345,42029,Chester County,929056
50634,19013,Black Hawk County,927083
78674,48491,Williamson County,926502
15460,42051,Fayette County,926114
01347,25011,Franklin County,925273
74171,40143,Tulsa County,923922
43002,39049,Franklin County,923535
10021,36061,New York County,923484
43721,39089,Licking County,922655
24020,51161,Roanoke County,920647
08072,34033,Salem County,919223
27340,37001,Alamance County,918972
03911,23031,York County,918332
07926,34027,Morris County,917982
45319,39023,Clark County,917784
15827,42047,Elk County,917484
15430,42051,Fayette County,914731
55384,27053,Hennepin County,914394
59855,30047,Lake County,914019
20006,11001,District of Columbia,913570
59851,30063,Missoula County,913307
10517,36119,Westchester County,911166
23486,51131,Northampton County,911101
29724,45023,Chester County,910952
75849,48225,Houston County,910395
81043,08099,Prowers County,909243
21890,24039,Somerset County,909189
50426,19131,Mitchell County,908947
20317,11001,District of Columbia,907674
42061,21083,Graves County,907501
53947,55047,Green Lake County,904766
65726,29213,Taney County,904283
13121,36075,Oswego County,903541
12417,36111,Ulster County,903285
45859,39065,Hardin County,902904
54980,55139,Winnebago County,902890
99124,53047,Okanogan County,902881
44049,39093,Lorain County,902595
95113,06085,Santa Clara County,902035
66501,20197,Wabaunsee County,901972
53176,55127,Walworth County,900804
04541,23015,Lincoln County,900208
64849,29097,Jasper County,899893
46965,18067,Howard County,898441
73743,40047,Garfield County,897510
17868,42097,Northumberland County,896962
15275,42003,Allegheny County,896708
63742,29201,Scott County,896123
16840,42033,Clearfield County,893835
02841,44005,Newport County,892306
28368,37085,Harnett County,891742
47884,18165,Vermillion County,891715
21767,24043,Washington County,891437
15561,42111,Somerset County,891402
10018,36061,New York County,891039
54637,55057,Juneau County,890926
28330,37153,Richmond County,889960
50012,19169,Story County,889713
98235,53057,Skagit County,889349
35060,01073,Jefferson County,888730
62961,17181,Union County,887497
20896,24031,Montgomery County,884570
14604,36055,Monroe County,884544
60165,17031,Cook County,884536
99102,53075,Whitman County,882632
51341,19041,Clay County,882590
64858,29145,Newton County,881179
39406,28035,Forrest County,880893
61276,17131,Mercer County,877579
16246,42063,Indiana County,877389
46937,18067,Howard County,876985
37165,47043,Dickson County,875185
53953,55077,Marquette County,874498
93944,06053,Monterey County,872776
64102,29095,Jackson County,871381
45351,39037,Darke County,867755
35052,01115,St. Clair County,866082
30414,13109,Evans County,865877
17749,42097,Northumberland County,864453
94111,06075,San Francisco County,864048
20880,24031,Montgomery County,863991
46063,18095,Madison County,863555
06459,09007,Middlesex County,861529
18351,42095,Northampton County,860918
05050,50005,Caledonia County,860692
99692,02016,Aleutians West Census Area,859783
16024,42019,Butler County,859681
21718,24021,Frederick County,859613
57007,46011,Brookings County,859607
80705,08087,Morgan County,858749
46946,18169,Wabash County,857462
38578,47035,Cumberland County,855639
38365,47071,Hardin County,855100
12452,36039,Greene County,853647
63365,29183,St. Charles County,853030
04057,23005,Cumberland County,851680
53195,55127,Walworth County,850356
45870,39011,Auglaize County,850153
30460,13031,Bulloch County,848655
19564,42011,Berks County,848548
25162,54039,Kanawha County,848469
60932,17183,Vermilion County,847935
23173,51760,Richmond city,847391
92096,06073,San Diego County,845753
90089,06037,Los Angeles County,844417
63745,29031,Cape Girardeau County,844316
15422,42051,Fayette County,844212
30539,13123,Gilmer County,843217
10988,36071,Orange County,841436
01438,25027,Worcester County,841004
20036,11001,District of Columbia,840828
14788,36009,Cattaraugus County,840296
08246,34009,Cape May County,839980
07088,34039,Union County,839795
00913,72127,San Juan Municipio,839091
10012,36061,New York County,839030
74837,40133,Seminole County,838171
20742,24033,Prince George's County,835087
23414,51001,Accomack County,834234
17957,42107,Schuylkill County,834219
41268,21115,Johnson County,834218
85329,04013,Maricopa County,833352
32360,12077,Liberty County,831591
37201,47037,Davidson County,831543
14453,36069,Ontario County,828367
29912,45053,Jasper County,828303
17949,42107,Schuylkill County,828134
14168,36009,Cattaraugus County,827654
40049,21155,Marion County,826433
41085,21037,Campbell County,826322
45809,39003,Allen County,824484
15692,42129,Westmoreland County,822304
55950,27099,Mower County,821991
17858,42037,Columbia County,821824
62915,17199,Williamson County,821726
45112,39025,Clermont County,820764
10028,36061,New York County,819923
45033,39061,Hamilton County,819627
29373,45083,Spartanburg County,818508
08608,34021,Mercer County,818446
33109,12086,Miami-Dade County,817411
54926,55135,Waupaca County,817174
15031,42003,Allegheny County,815530
76241,48097,Cooke County,813247
51432,19047,Crawford County,812944
02142,25017,Middlesex County,812488
24601,51185,Tazewell County,812088
95444,06097,Sonoma County,811989
16161,42085,Mercer County,810285
87060,35061,Valencia County,809990
13154,36117,Wayne County,809194
43403,39173,Wood County,808442
38054,47157,Shelby County,806811
47958,18045,Fountain County,806024
15081,42007,Beaver County,802771
45160,39025,Clermont County,801405
17979,42107,Schuylkill County,800191
12722,36105,Sullivan County,799121
07833,34041,Warren County,797970
54643,55053,Jackson County,797785
72332,05035,Crittenden County,796934
24448,51005,Alleghany County,796018
31062,13009,Baldwin County,795507
18101,42077,Lehigh County,795368
29329,45083,Spartanburg County,794711
63467,29173,Ralls County,792839
60661,17031,Cook County,791456
19511,42011,Berks County,791243
62841,17199,Williamson County,790721
12471,36111,Ulster County,789902
02325,25023,Plymouth County,789349
66782,20021,Cherokee County,788585
27109,37067,Forsyth County,788303
14130,36121,Wyoming County,787152
97364,41041,Lincoln County,786950
43926,39081,Jefferson County,783381
26366,54033,Harrison County,782665
16856,42027,Centre County,782336
43553,39051,Fulton County,781092
55150,27037,Dakota County,778860
25109,54079,Putnam County,778069
79383,48305,Lynn County,777085
63853,29155,Pemiscot County,775823
47584,18125,Pike County,775532
90014,06037,Los Angeles County,775392
10039,36061,New York County,774862
43156,39129,Pickaway County,774347
30449,13251,Screven County,773919
52774,19045,Clinton County,773670
43463,39173,Wood County,772769
95537,06023,Humboldt County,772565
23943,51147,Prince Edward County,772118
10017,36061,New York County,771547
18030,42025,Carbon County,770847
27412,37081,Guilford County,769445
83840,16017,Bonner County,766380
29368,45083,Spartanburg County,765514
43322,39101,Marion County,765441
63840,29155,Pemiscot County,765081
50243,19153,Polk County,764678
29665,45073,Oconee County,764622
08212,34009,Cape May County,763966
15038,42125,Washington County,760524
13692,36045,Jefferson County,758832
45740,39009,Athens County,756638
21664,24019,Dorchester County,754358
79733,48227,Howard County,754072
27879,37147,Pitt County,752281
44325,39153,Summit County,752133
71330,22079,Rapides Parish,751960
32313,12073,Leon County,750791
30665,13133,Greene County,750780
10038,36061,New York County,747572
52348,19171,Tama County,747451
98505,53067,Thurston County,746311
83460,16065,Madison County,744525
13123,36065,Oneida County,743200
03231,33013,Merrimack County,741207
15324,42125,Washington County,739700
32511,12033,Escambia County,739620
14720,36013,Chautauqua County,739490
43717,39121,Noble County,737928
73019,40027,Cleveland County,737774
52647,19087,Henry County,736666
17508,42071,Lancaster County,736112
94576,06055,Napa County,735740
28024,37161,Rutherford County,734956
15635,42129,Westmoreland County,734361
26210,54097,Upshur County,734216
30581,13241,Rabun County,732971
28628,37023,Burke County,731314
26361,54033,Harrison County,730195
13699,36089,St. Lawrence County,730080
51008,19149,Plymouth County,729903
38455,47055,Giles County,729667
24327,51191,Washington County,729642
02836,44009,Washington County,729639
97020,41047,Marion County,729209
06389,09011,New London County,728583
15674,42129,Westmoreland County,728244
73436,40019,Carter County,727699
47876,18167,Vigo County,726941
55036,27115,Pine County,726915
49430,26139,Ottawa County,725757
29589,45067,Marion County,725268
11569,36059,Nassau County,724083
63738,29207,Stoddard County,721949
34138,12021,Collier County,721730
94562,06055,Napa County,720690
44838,39005,Ashland County,720658
13352,36065,Oneida County,718922
74077,40119,Payne County,718758
10030,36061,New York County,718112
73523,40065,Jackson County,717743
45820,39003,Allen County,717435
32697,12125,Union County,715635
17253,42061,Huntingdon County,715511
57346,46069,Hyde County,715178
17263,42055,Franklin County,710489
46943,18169,Wabash County,710272
95697,06113,Yolo County,709764
43101,39141,Ross County,709330
02108,25025,Suffolk County,709321
27506,37085,Harnett County,708635
65409,29161,Phelps County,708352
08352,34011,Cumberland County,707740
88024,35013,Doña Ana County,707168
04570,23015,Lincoln County,706076
36547,01003,Baldwin County,703026
51656,19145,Page County,702570
01901,25009,Essex County,702544
20686,24037,St. Mary's County,702006
48896,26073,Isabella County,700854
34729,12069,Lake County,699965
53099,55027,Dodge County,698664
75903,48005,Angelina County,698473
43842,39119,Muskingum County,697918
06510,09009,New Haven County,697305
14056,36037,Genesee County,696221
33574,12101,Pasco County,695801
15421,42051,Fayette County,694170
52557,19101,Jefferson County,692128
45899,39161,Van Wert County,691064
21540,24001,Allegany County,690427
14588,36099,Seneca County,690117
27841,37117,Martin County,690101
51009,19141,O'Brien County,689826
48411,26049,Genesee County,688700
12512,36027,Dutchess County,688299
45888,39011,Auglaize County,688263
07970,34027,Morris County,687558
89402,32031,Washoe County,687473
06353,09011,New London County,686170
15466,42051,Fayette County,686120
19052,42045,Delaware County,686056
47306,18035,Delaware County,684966
45819,39011,Auglaize County,684712
45816,39063,Hancock County,684185
06059,09003,Hartford County,681207
44610,39075,Holmes County,681202
47351,18065,Henry County,681046
27985,37143,Perquimans County,680394
21746,24043,Washington County,679930
16444,42049,Erie County,679443
13290,36067,Onondaga County,679298
47405,18105,Monroe County,679199
65897,29077,Greene County,679031
34267,12027,DeSoto County,678734
52568,19107,Keokuk County,678266
48440,26087,Lapeer County,677717
15082,42003,Allegheny County,677549
77342,48471,Walker County,676823
35229,01073,Jefferson County,675817
17534,42071,Lancaster County,674226
43151,39097,Madison County,672819
15660,42129,Westmoreland County,672580
15921,42021,Cambria County,672189
15325,42059,Greene County,672066
01074,25027,Worcester County,671655
49634,26101,Manistee County,671531
56294,27127,Redwood County,671124
50842,19175,Union County,669424
19457,42029,Chester County,669014
65688,29091,Howell County,668661
52166,19065,Fayette County,668519
19717,10003,New Castle County,668372
94108,06075,San Francisco County,668152
25002,54019,Fayette County,667415
15483,42125,Washington County,667367
14774,36003,Allegany County,666285
76957,48451,Tom Green County,666029
83656,16027,Canyon County,665457
72467,05031,Craighead County,664393
22472,51159,Richmond County,663678
55029,27059,Isanti County,663508
50078,19127,Marshall County,662938
13115,36075,Oswego County,661232
60969,17091,Kankakee County,660342
17342,42133,York County,657700
27695,37183,Wake County,656100
18234,42079,Luzerne County,655701
45699,39145,Scioto County,655186
47367,18035,Delaware County,654369
75413,48147,Fannin County,654184
98207,53061,Snohomish County,653066
73556,40065,Jackson County,652955
62248,17133,Monroe County,652197
07842,34027,Morris County,652190
70038,22075,Plaquemines Parish,650387
49074,26077,Kalamazoo County,650039
17982,42107,Schuylkill County,649977
16427,42049,Erie County,649891
14539,36051,Livingston County,649819
45131,39015,Brown County,649635
11359,36081,Queens County,648383
92179,06073,San Diego County,647809
10519,36119,Westchester County,647231
14752,36013,Chautauqua County,646283
04489,23019,Penobscot County,645042
56125,27101,Murray County,644418
30664,13265,Taliaferro County,643814
21252,24005,Baltimore County,643789
57245,46029,Codington County,643570
18079,42077,Lehigh County,643086
61524,17057,Fulton County,642324
52030,19097,Jackson County,642231
74456,40111,Okmulgee County,641923
14260,36029,Erie County,640891
16848,42035,Clinton County,640655
30363,13121,Fulton County,639627
97204,41051,Multnomah County,638495
21715,24043,Washington County,637695
45378,39135,Preble County,636301
86313,04025,Yavapai County,636064
21250,24005,Baltimore County,634719
94613,06001,Alameda County,634710
80826,08073,Lincoln County,634376
07505,34031,Passaic County,633944
98263,53057,Skagit County,632807
17306,42001,Adams County,631876
15962,42021,Cambria County,631509
17076,42067,Juniata County,631303
32182,12083,Marion County,630416
72427,05031,Craighead County,629366
44639,39019,Carroll County,629228
30451,13043,Candler County,627934
45855,39125,Paulding County,627892
15006,42003,Allegheny County,625458
73022,40017,Canadian County,625179
53599,55065,Lafayette County,624263
52737,19115,Louisa County,622711
15641,42129,Westmoreland County,622692
87151,35001,Bernalillo County,622266
15472,42051,Fayette County,622135
45826,39107,Mercer County,621943
21781,24043,Washington County,621714
11549,36059,Nassau County,621045
17570,42071,Lancaster County,620845
28575,37031,Carteret County,618745
53295,55079,Milwaukee County,618617
26506,54061,Monongalia County,616595
08821,34035,Somerset County,615692
95430,06097,Sonoma County,615328
58105,38017,Cass County,615251
44080,39055,Geauga County,614269
18625,42131,Wyoming County,614034
17016,42075,Lebanon County,613839
22904,51003,Albemarle County,613233
43981,39067,Harrison County,613013
49289,26091,Lenawee County,611979
68923,31137,Phelps County,611598
41729,21193,Perry County,611224
74521,40127,Pushmataha County,610778
45739,39009,Athens County,610747
47924,18157,Tippecanoe County,610237
21867,24039,Somerset County,609369
49852,26043,Dickinson County,608526
52759,19139,Muscatine County,607929
06467,09003,Hartford County,607260
15477,42125,Washington County,607170
44652,39151,Stark County,606564
90263,06037,Los Angeles County,605685
51651,19145,Page County,605051
44640,39151,Stark County,604904
20612,24017,Charles County,604744
81148,08021,Conejos County,604499
39753,28087,Lowndes County,604370
08011,34005,Burlington County,603475
70803,22033,East Baton Rouge Parish,603198
10037,36061,New York County,602984
19980,10001,Kent County,602581
43786,39111,Monroe County,602206
60606,17031,Cook County,601045
98565,53041,Lewis County,600837
95221,06009,Calaveras County,599737
95736,06061,Placer County,598865
14109,36063,Niagara County,598033
43010,39023,Clark County,597654
61815,17019,Champaign County,597172
17249,42061,Huntingdon County,596600
89158,32003,Clark County,595964
10044,36061,New York County,595879
45055,39017,Butler County,594351
32616,12001,Alachua County,593451
11794,36103,Suffolk County,591777
46971,18103,Miami County,590587
50847,19137,Montgomery County,590360
38036,47047,Fayette County,589565
15363,42125,Washington County,588923
55155,27123,Ramsey County,586184
07844,34041,Warren County,585938
70451,22105,Tangipahoa Parish,585433
98238,53057,Skagit County,582706
46111,18109,Morgan County,582622
38131,47157,Shelby County,582526
42374,21177,Muhlenberg County,581618
15922,42021,Cambria County,581393
50831,19175,Union County,580400
85532,04007,Gila County,578273
47324,18177,Wayne County,577694
68309,31067,Gage County,576944
15705,42063,Indiana County,576380
50608,19023,Butler County,574937
45372,39023,Clark County,573444
11931,36103,Suffolk County,573376
14614,36055,Monroe County,573276
85723,04019,Pima County,573263
18242,42107,Schuylkill County,572535
30429,13109,Evans County,572373
58313,38069,Pierce County,571959
27342,37081,Guilford County,571592
45630,39145,Scioto County,571139
36851,01113,Russell County,571062
03291,33015,Rockingham County,570321
43317,39117,Morrow County,569954
68849,31019,Buffalo County,569443
63047,29099,Jefferson County,567836
27201,37001,Alamance County,566069
54927,55139,Winnebago County,564050
88355,35027,Lincoln County,562211
43467,39173,Wood County,560154
37219,47037,Davidson County,558282
68178,31055,Douglas County,557540
59812,30063,Missoula County,555783
25054,54039,Kanawha County,554625
58505,38015,Burleigh County,554451
02823,44007,Providence County,552821
60208,17031,Cook County,552036
44861,39147,Seneca County,551549
70640,22053,Jefferson Davis Parish,550862
19436,42091,Montgomery County,548968
50031,19015,Boone County,548671
93666,06107,Tulare County,548221
45815,39137,Putnam County,547898
18035,42095,Northampton County,547321
88004,35013,Doña Ana County,547300
12864,36041,Hamilton County,546523
18935,42017,Bucks County,545417
91371,06037,Los Angeles County,541829
89557,32031,Washoe County,541201
60956,17075,Iroquois County,541094
92182,06073,San Diego County,540993
43925,39081,Jefferson County,540859
34445,12017,Citrus County,540612
92662,06059,Orange County,539404
72311,05077,Lee County,537679
47282,18079,Jennings County,536692
43961,39081,Jefferson County,536594
48627,26143,Roscommon County,535845
46377,18089,Lake County,535112
16853,42027,Centre County,534873
65654,29109,Lawrence County,533743
19936,10001,Kent County,532786
61324,17103,Lee County,532267
28108,37179,Union County,531378
56668,27071,Koochiching County,530452
08032,34015,Gloucester County,530352
68068,31177,Washington County,530320
72139,05145,White County,529086
75962,48347,Nacogdoches County,528611
17371,42133,York County,527900
48859,26073,Isabella County,527441
93943,06053,Monterey County,525893
14627,36055,Monroe County,524560
02457,25021,Norfolk County,524505
95675,06005,Amador County,524419
72178,05145,White County,523548
27351,37057,Davidson County,523467
29346,45083,Spartanburg County,523362
66621,20177,Shawnee County,522725
52631,19111,Lee County,522305
71659,05069,Jefferson County,521972
46170,18133,Putnam County,521838
16835,42027,Centre County,521220
45389,39021,Champaign County,520374
71009,22017,Caddo Parish,520209
23441,51001,Accomack County,519586
15028,42003,Allegheny County,519562
45147,39025,Clermont County,519324
30118,13045,Carroll County,519108
15731,42063,Indiana County,518390
45349,39023,Clark County,517000
13628,36045,Jefferson County,516657
48862,26057,Gratiot County,516501
47388,18065,Henry County,516362
02876,44007,Providence County,515978
67260,20173,Sedgwick County,513488
66251,20091,Johnson County,512855
02912,44007,Providence County,512741
44690,39075,Holmes County,512563
02553,25001,Barnstable County,512178
40404,21151,Madison County,511721
43791,39119,Muskingum County,511549
05405,50007,Chittenden County,511281
52548,19179,Wapello County,508856
02111,25025,Suffolk County,507653
64833,29097,Jasper County,506308
50033,19121,Madison County,504626
60301,17031,Cook County,504533
27877,37131,Northampton County,504179
31207,13021,Bibb County,503812
45350,39037,Darke County,502858
20004,11001,District of Columbia,502411
14549,36121,Wyoming County,502181
14785,36013,Chautauqua County,501659
95041,06087,Santa Cruz County,501195
17730,42097,Northumberland County,501057
20064,11001,District of Columbia,500887
02802,44007,Providence County,500840
17317,42133,York County,499395
84113,49035,Salt Lake County,498987
55772,27071,Koochiching County,496343
27827,37147,Pitt County,495717
48852,26117,Montcalm County,494812
50255,19107,Keokuk County,494548
15368,42125,Washington County,493429
29614,45045,Greenville County,492150
48630,26143,Roscommon County,491668
15435,42051,Fayette County,490484
50593,19151,Pocahontas County,490082
52562,19107,Keokuk County,489891
71772,05019,Clark County,489741
10075,36061,New York County,489565
66778,20021,Cherokee County,489210
15739,42063,Indiana County,488456
70310,22057,Lafourche Parish,488367
19456,42091,Montgomery County,488061
90742,06059,Orange County,487752
40801,21095,Harlan County,487714
57799,46081,Lawrence County,487325
46930,18053,Grant County,487317
02824,44007,Providence County,487035
12604,36027,Dutchess County,485586
54127,55115,Shawano County,485418
13738,36023,Cortland County,484825
39217,28049,Hinds County,484155
19102,42101,Philadelphia County,483441
43711,39121,Noble County,481771
50631,19017,Bremer County,480416
36038,01039,Covington County,479154
21653,24041,Talbot County,478608
63758,29201,Scott County,476789
28770,37021,Buncombe County,475754
02163,25025,Suffolk County,475171
11005,36081,Queens County,475148
99251,53063,Spokane County,474766
26524,54077,Preston County,474003
27110,37067,Forsyth County,473539
99151,53065,Stevens County,473252
74082,40147,Washington County,472168
50319,19153,Polk County,472067
23304,51093,Isle of Wight County,471838
54464,55067,Langlade County,471268
46931,18049,Fulton County,467382
25851,54081,Raleigh County,467016
56210,27011,Big Stone County,465992
45041,39061,Hamilton County,465578
02110,25025,Suffolk County,463307
21285,24005,Baltimore County,462444
12530,36021,Columbia County,460713
35577,01133,Winston County,459503
97310,41047,Marion County,458940
91125,06037,Los Angeles County,458931
45435,39057,Greene County,458341
20812,24031,Montgomery County,458152
98921,53077,Yakima County,456744
33388,12011,Broward County,456559
71721,05019,Clark County,456254
35070,01043,Cullman County,455966
84602,49049,Utah County,454965
15510,42111,Somerset County,454401
15434,42125,Washington County,452868
19544,42011,Berks County,452389
08890,34035,Somerset County,452349
12527,36027,Dutchess County,451717
15047,42003,Allegheny County,451549
23708,51740,Portsmouth city,447907
14856,36101,Steuben County,447488
45164,39027,Clinton County,447294
43531,39171,Williams County,446557
45307,39057,Greene County,445767
28017,37045,Cleveland County,444841
17303,42001,Adams County,444424
15784,42065,Jefferson County,443686
72183,05119,Pulaski County,442556
24738,54055,Mercer County,441960
39167,28121,Rankin County,440562
13455,36065,Oneida County,440250
02109,25025,Suffolk County,439201
07961,34027,Morris County,439188
44828,39147,Seneca County,438889
72322,05123,St. Francis County,437340
55402,27053,Hennepin County,436711
50673,19075,Grundy County,436455
15560,42111,Somerset County,435930
49104,26021,Berrien County,435669
43109,39049,Franklin County,434925
75429,48231,Hunt County,434600
45617,39141,Ross County,433541
35119,01073,Jefferson County,432708
18065,42077,Lehigh County,431559
27593,37101,Johnston County,430703
08544,34021,Mercer County,430694
36543,01053,Escambia County,430000
12915,36033,Franklin County,429758
40807,21095,Harlan County,429395
53003,55027,Dodge County,428371
24011,51770,Roanoke city,427964
45360,39149,Shelby County,427914
58405,38093,Stutsman County,427803
63774,29201,Scott County,427489
36057,01101,Montgomery County,426945
15088,42003,Allegheny County,426900
13683,36089,St. Lawrence County,426470
43565,39173,Wood County,426341
06061,09005,Litchfield County,425903
67843,20057,Ford County,425832
57741,46093,Meade County,425778
61541,17123,Marshall County,425089
45358,39037,Darke County,423822
17887,42119,Union County,423522
43036,39159,Union County,422081
19367,42029,Chester County,421367
92697,06059,Orange County,421086
90822,06037,Los Angeles County,420822
12438,36025,Delaware County,420543
99258,53063,Spokane County,420335
04415,23021,Piscataquis County,420179
83454,16019,Bonneville County,419452
60075,17097,Lake County,419161
94575,06013,Contra Costa County,416901
77852,48051,Burleson County,415865
10007,36061,New York County,414129
56325,27145,Stearns County,413231
43077,39159,Union County,412770
62861,17193,White County,410996
44659,39169,Wayne County,409689
15841,42047,Elk County,409274
62336,17067,Hancock County,409224
96853,15003,Honolulu County,408512
33854,12105,Polk County,407342
96759,15003,Honolulu County,407230
26560,54049,Marion County,407184
85026,04013,Maricopa County,406488
43126,39049,Franklin County,406123
72636,05129,Searcy County,406076
47809,18167,Vigo County,405071
20057,11001,District of Columbia,405066
26058,54009,Brooke County,404978
17550,42071,Lancaster County,404925
29338,45083,Spartanburg County,404648
90506,06037,Los Angeles County,403869
29834,45003,Aiken County,403402
02918,44007,Providence County,402867
56563,27027,Clay County,402127
10932,36071,Orange County,401452
15945,42021,Cambria County,401231
72035,05045,Faulkner County,399909
79085,48069,Castro County,399686
15638,42129,Westmoreland County,399505
68182,31055,Douglas County,399021
32432,12063,Jackson County,398647
06263,09015,Windham County,397786
53088,55015,Calumet County,397642
43321,39117,Morrow County,396302
45893,39137,Putnam County,395131
88268,35015,Eddy County,395102
54760,55121,Trempealeau County,394628
45132,39071,Highland County,394127
43934,39013,Belmont County,393992
22125,51153,Prince William County,392540
32337,12065,Jefferson County,392312
39885,13273,Terrell County,392153
19736,10003,New Castle County,392108
50657,19075,Grundy County,391941
15831,42047,Elk County,391769
46595,18141,St. Joseph County,391351
27533,37191,Wayne County,390229
31698,13185,Lowndes County,388113
47964,18111,Newton County,388007
37316,47139,Polk County,387315
39174,28089,Madison County,386109
61371,17099,LaSalle County,385559
11439,36081,Queens County,385423
47881,18021,Clay County,383580
15359,42059,Greene County,382862
45352,39037,Darke County,382628
72630,05009,Boone County,382554
16633,42009,Bedford County,381946
39210,28049,Hinds County,381892
19474,42091,Montgomery County,381046
29683,45045,Greenville County,380824
95053,06085,Santa Clara County,379943
18962,42017,Bucks County,379709
29409,45019,Charleston County,379323
42759,21057,Cumberland County,379213
37383,47051,Franklin County,378867
32681,12083,Marion County,378019
50592,19021,Buena Vista County,377840
04227,23017,Oxford County,376680
71345,22097,St. Landry Parish,376675
17247,42055,Franklin County,376662
50620,19067,Floyd County,376537
05439,50007,Chittenden County,376420
39635,28113,Pike County,375974
20565,11001,District of Columbia,375913
64090,29037,Cass County,374353
68072,31053,Dodge County,374301
56313,27095,Mille Lacs County,374023
73031,40087,McClain County,372796
40221,21111,Jefferson County,372498
37394,47177,Warren County,371358
28424,37047,Columbus County,371265
39058,28049,Hinds County,370479
18086,42095,Northampton County,370375
14169,36029,Erie County,367924
67041,20015,Butler County,367326
43530,39039,Defiance County,367099
47247,18005,Bartholomew County,367065
50041,19069,Franklin County,367012
44670,39151,Stark County,367004
40941,21051,Clay County,364557
50241,19181,Warren County,364498
90639,06037,Los Angeles County,363833
70580,22039,Evangeline Parish,363096
19358,42029,Chester County,362221
90052,06037,Los Angeles County,361680
80266,08031,Denver County,360641
68751,31051,Dixon County,358924
74078,40119,Payne County,357254
42370,21183,Ohio County,357236
01718,25017,Middlesex County,357026
15680,42129,Westmoreland County,356947
43350,39117,Morrow County,356440
79920,48141,El Paso County,356415
29208,45079,Richland County,356055
20319,11001,District of Columbia,355839
29177,45079,Richland County,355468
47225,18031,Decatur County,355173
30597,13187,Lumpkin County,355094
56022,27165,Watonwan County,355065
72441,05021,Clay County,354440
02584,25019,Nantucket County,353095
61037,17195,Whiteside County,351824
27411,37081,Guilford County,350873
76596,48099,Coryell County,350573
21641,24011,Caroline County,350422
49784,26033,Chippewa County,349853
07939,34035,Somerset County,349419
90071,06037,Los Angeles County,349113
15348,42125,Washington County,348452
74358,40115,Ottawa County,347273
60536,17093,Kendall County,347252
15282,42003,Allegheny County,346762
38029,47157,Shelby County,346359
90743,06059,Orange County,345757
75884,48001,Anderson County,345539
92092,06073,San Diego County,345317
06080,09003,Hartford County,345207
17943,42107,Schuylkill County,344526
71359,22079,Rapides Parish,342822
13747,36077,Otsego County,341681
43972,39013,Belmont County,341137
20894,24031,Montgomery County,339870
47982,18171,Warren County,339830
72119,05119,Pulaski County,338428
74753,40013,Bryan County,337942
42631,21147,McCreary County,337137
40041,21111,Jefferson County,336792
65675,29209,Stone County,335213
32228,12031,Duval County,335197
66522,20131,Nemaha County,334728
47034,18137,Ripley County,334271
36764,01091,Marengo County,332244
30072,13089,DeKalb County,332101
12820,36113,Warren County,331799
29733,45091,York County,331092
15934,42021,Cambria County,330398
67055,20173,Sedgwick County,329350
47997,18015,Carroll County,329273
61323,17011,Bureau County,329087
64765,29217,Vernon County,328628
86011,04005,Coconino County,328382
37315,47065,Hamilton County,328206
32634,12083,Marion County,327927
15634,42129,Westmoreland County,327661
36564,01003,Baldwin County,327013
15629,42129,Westmoreland County,326737
24469,51015,Augusta County,326263
14742,36013,Chautauqua County,326251
45310,39107,Mercer County,324245
05344,50025,Windham County,324168
45848,39137,Putnam County,323894
10545,36119,Westchester County,323894
23284,51760,Richmond city,323025
67667,20051,Ellis County,322040
62879,17025,Clay County,321345
79832,48043,Brewster County,320858
28074,37161,Rutherford County,319234
21866,24039,Somerset County,318386
16910,42015,Bradford County,318317
70402,22105,Tangipahoa Parish,318275
40339,21113,Jessamine County,318263
29375,45083,Spartanburg County,317676
40061,21229,Washington County,317525
66622,20177,Shawnee County,317048
07831,34041,Warren County,316825
93962,06053,Monterey County,316377
43836,39031,Coshocton County,316080
55796,27075,Lake County,315679
30289,13077,Coweta County,315334
52308,19095,Iowa County,314942
32306,12073,Leon County,313719
35487,01125,Tuscaloosa County,313670
17951,42107,Schuylkill County,313052
96078,06103,Tehama County,313050
95431,06097,Sonoma County,311898
17933,42107,Schuylkill County,311297
46789,18087,LaGrange County,310191
51340,19041,Clay County,309846
16213,42031,Clarion County,309735
77010,48201,Harris County,309333
98556,53067,Thurston County,309229
38879,28081,Lee County,308097
63824,29201,Scott County,307993
70558,22055,Lafayette Parish,307936
60603,17031,Cook County,307265
21251,24510,Baltimore city,306379
62256,17133,Monroe County,304851
47337,18065,Henry County,303089
20422,11001,District of Columbia,302590
98314,53035,Kitsap County,302292
47983,18157,Tippecanoe County,301563
76798,48309,McLennan County,301399
20892,24031,Montgomery County,300647
